text,ground_truth,ground_truth_tr,category_id,category,difficulty,surface_tone,hard_case,viewpoint,annotation_note,id,difficulty_tr,category_tr,predicted_label,predicted_label_tr,score_negative,score_neutral,score_positive,correct
"Aksa Enerji, 2026 ilk çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0160,hard,olumlu dille temettü iptali,neutral,nötr,0.007451,0.976433,0.016116,False
"Kuzey Madencilik, hisse başına 4,64 TL nakit temettü dağıtacağını ve 289 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0161,açık,açık hissedar getirisi,neutral,nötr,0.006152,0.946019,0.047829,False
"Sera Ambalaj, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.530 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,2x seviyesinden 2,7x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0162,hard,olumlu dille likidite baskısı,positive,pozitif,0.002531,0.12671,0.870759,False
"Orion Otomotiv, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 248 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,2x seviyesinden 2,6x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0163,hard,olumlu dille likidite baskısı,positive,pozitif,0.002486,0.127773,0.869741,False
"Kuzey Madencilik, portföy verimliliğini artırma süreci kapsamında Polonya pazarındaki 703 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0168,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.443421,0.541382,0.015197,False
"Formel Kimya, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %160 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0177,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006475,0.262277,0.731248,False
"Delta Yatırım Holding, 2025 üçüncü çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0178,hard,olumlu dille temettü iptali,neutral,nötr,0.00628,0.978574,0.015146,False
"Mavi Makine, 2025 üçüncü çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0185,hard,olumlu dille temettü iptali,neutral,nötr,0.005923,0.977505,0.016572,False
"Trend Tarım, Almanya pazarında 574 milyon TL tutarında 4 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0186,açık,açık sözleşme kazanımı,neutral,nötr,0.003185,0.573806,0.42301,False
"Kuzey Madencilik, portföy sadeleştirme programı kapsamında 286 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0187,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.350393,0.566956,0.082651,False
"Kuzey Madencilik, hisse başına 4,76 TL nakit temettü dağıtacağını ve 882 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0190,açık,açık hissedar getirisi,neutral,nötr,0.006074,0.945398,0.048528,False
"Pera Yazılım, hisse başına 1,72 TL nakit temettü dağıtacağını ve 589 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0197,açık,açık hissedar getirisi,neutral,nötr,0.005712,0.949047,0.04524,False
"Nova Sağlık, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %81 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0201,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006077,0.177322,0.816601,False
"Bora Lojistik, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 706 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,9x seviyesinden 2,9x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0205,hard,olumlu dille likidite baskısı,positive,pozitif,0.002778,0.134251,0.862971,False
"Formel Kimya, portföy sadeleştirme programı kapsamında 142 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0213,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.238646,0.640824,0.12053,False
"Güney Perakende, Almanya pazarında 530 milyon TL tutarında 3 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0222,açık,açık sözleşme kazanımı,neutral,nötr,0.003178,0.572289,0.424533,False
"Orion Otomotiv, mevcut kredi limitini 6 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0232,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006521,0.366647,0.626832,False
"Formel Kimya, Birleşik Arap Emirlikleri pazarında 1.082 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0233,açık,açık sözleşme kazanımı,neutral,nötr,0.003284,0.586245,0.410471,False
"Eksen Teknoloji, hisse başına 4,76 TL nakit temettü dağıtacağını ve 750 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0240,açık,açık hissedar getirisi,neutral,nötr,0.005668,0.919042,0.07529,False
"Mavi Makine, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 534 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,8x seviyesinden 2,8x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0241,hard,olumlu dille likidite baskısı,positive,pozitif,0.003138,0.160009,0.836853,False
"Orion Otomotiv, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.590 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,1x seviyesinden 3,1x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0248,hard,olumlu dille likidite baskısı,positive,pozitif,0.002488,0.112904,0.884608,False
"Orion Otomotiv, portföy sadeleştirme programı kapsamında 415 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0250,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.379554,0.488367,0.132079,False
"Delta Yatırım Holding, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %112 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0251,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006262,0.258765,0.734973,False
"Lima Gayrimenkul, portföy sadeleştirme programı kapsamında 98 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0257,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.272518,0.631527,0.095955,False
"Nova Sağlık, hisse başına 4,02 TL nakit temettü dağıtacağını ve 421 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0258,açık,açık hissedar getirisi,neutral,nötr,0.006447,0.939804,0.053749,False
"Nova Sağlık, portföy verimliliğini artırma süreci kapsamında İtalya pazarındaki 889 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0269,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.427817,0.556355,0.015827,False
"Eksen Teknoloji, mevcut kredi limitini 18 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0272,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.005807,0.319467,0.674726,False
"Formel Kimya, Almanya pazarında 259 milyon TL tutarında 4 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0279,açık,açık sözleşme kazanımı,neutral,nötr,0.00322,0.591438,0.405343,False
"Trend Tarım, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 634 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,3x seviyesinden 2,5x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0280,hard,olumlu dille likidite baskısı,positive,pozitif,0.002581,0.128272,0.869147,False
"Formel Kimya, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %167 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0282,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006589,0.240091,0.75332,False
"Hedef Savunma, mevcut kredi limitini 6 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0283,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.00626,0.436496,0.557244,False
"Lima Gayrimenkul, Romanya pazarında 1.480 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0285,açık,açık sözleşme kazanımı,neutral,nötr,0.003456,0.57958,0.416964,False
"Anatolia Gıda, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %68 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0288,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006689,0.241685,0.751626,False
"Sera Ambalaj, hisse başına 2,76 TL nakit temettü dağıtacağını ve 304 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0289,açık,açık hissedar getirisi,neutral,nötr,0.005798,0.940699,0.053503,False
"Güney Perakende, mevcut kredi limitini 12 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0301,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006766,0.487656,0.505578,False
"Eksen Teknoloji, 2025 ilk çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0302,hard,olumlu dille temettü iptali,neutral,nötr,0.006691,0.967819,0.02549,False
"Anatolia Gıda, portföy sadeleştirme programı kapsamında 183 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0305,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.271573,0.641852,0.086576,False
"Vizyon Telekom, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 401 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,6x seviyesinden 3,5x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0306,hard,olumlu dille likidite baskısı,positive,pozitif,0.002151,0.067386,0.930463,False
"Bora Lojistik, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %80 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0307,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006549,0.176739,0.816712,False
"Nova Sağlık, portföy sadeleştirme programı kapsamında 103 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0309,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.334202,0.539469,0.126329,False
"Aksa Enerji, portföy verimliliğini artırma süreci kapsamında Mısır pazarındaki 1.207 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0312,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.376167,0.596748,0.027085,False
"Anatolia Gıda, hisse başına 2,81 TL nakit temettü dağıtacağını ve 515 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0313,açık,açık hissedar getirisi,neutral,nötr,0.006025,0.944023,0.049952,False
"Pera Yazılım, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %111 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0320,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006202,0.206578,0.78722,False
"Güney Perakende, Polonya pazarında 601 milyon TL tutarında 3 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0322,açık,açık sözleşme kazanımı,neutral,nötr,0.003097,0.512963,0.48394,False
"Hedef Savunma, hisse başına 3,85 TL nakit temettü dağıtacağını ve 535 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0323,açık,açık hissedar getirisi,neutral,nötr,0.005591,0.92995,0.064459,False
"Orion Otomotiv, 2025 yıl sonu sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0324,hard,olumlu dille temettü iptali,neutral,nötr,0.008034,0.974082,0.017885,False
"Nova Sağlık, portföy verimliliğini artırma süreci kapsamında Mısır pazarındaki 196 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0329,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.429352,0.554965,0.015683,False
"Mavi Makine, hisse başına 1,38 TL nakit temettü dağıtacağını ve 695 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0330,açık,açık hissedar getirisi,neutral,nötr,0.006106,0.950281,0.043613,False
"Formel Kimya, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0333,hard,olumlu dille temettü iptali,neutral,nötr,0.007077,0.974474,0.018449,False
"Anatolia Gıda, hisse başına 3,41 TL nakit temettü dağıtacağını ve 886 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0334,açık,açık hissedar getirisi,neutral,nötr,0.006049,0.949861,0.04409,False
"Hedef Savunma, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.559 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,3x seviyesinden 2,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0335,hard,olumlu dille likidite baskısı,positive,pozitif,0.002851,0.189323,0.807826,False
"Mavi Makine, İtalya pazarında 634 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0341,açık,açık sözleşme kazanımı,neutral,nötr,0.00339,0.587088,0.409523,False
"Vizyon Telekom, mevcut kredi limitini 9 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0342,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006582,0.445627,0.547791,False
"Rota Cam, hisse başına 2,36 TL nakit temettü dağıtacağını ve 283 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0343,açık,açık hissedar getirisi,neutral,nötr,0.006126,0.933775,0.060099,False
"Anatolia Gıda, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %141 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0346,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006278,0.19495,0.798773,False
"Kuzey Madencilik, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.547 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,5x seviyesinden 2,8x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0347,hard,olumlu dille likidite baskısı,positive,pozitif,0.002747,0.143456,0.853797,False
"Eksen Teknoloji, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 309 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,3x seviyesinden 2,7x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0350,hard,olumlu dille likidite baskısı,positive,pozitif,0.002499,0.140284,0.857217,False
"Anatolia Gıda, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 845 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,2x seviyesinden 2,9x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0358,hard,olumlu dille likidite baskısı,positive,pozitif,0.002622,0.121981,0.875397,False
