id,text,ground_truth,ground_truth_tr,category_id,category,difficulty,surface_tone,hard_case,viewpoint,annotation_note
PHRASE-0180,"Orion Otomotiv, Manisa bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0181,"Aksa Enerji, varlık satışı sonrasında net borcunu 1.289 milyon TL azalttı ve net borç/FAVÖK oranının 1,5x seviyesinden 0,6x seviyesine gerilediğini açıkladı.",positive,pozitif,clear_deleveraging,açık borçluluk azalması,clear,positive_like,False,investor_impact,Borçluluğun düşmesi ve kaldıraç oranındaki iyileşme yatırımcı açısından pozitiftir.
PHRASE-0182,"Eksen Teknoloji, Manisa bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0183,"Eksen Teknoloji, finans direktörlüğüne Elif Korkmaz adlı yöneticinin atandığını duyurdu ve mevcut finansal beklentilerde herhangi bir değişiklik olmadığını belirtti.",neutral,nötr,management_change_no_impact,finansal etkisiz yönetim değişimi,clear,neutral_like,False,investor_impact,Yönetim değişimi tek başına ve finansal beklentiler değişmiyorsa neutral kabul edilir.
PHRASE-0184,"Kuzey Madencilik, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 5 Mayıs 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0185,"Mavi Makine, 2025 üçüncü çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.
PHRASE-0186,"Trend Tarım, Almanya pazarında 574 milyon TL tutarında 4 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0187,"Kuzey Madencilik, portföy sadeleştirme programı kapsamında 286 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0188,"Hedef Savunma, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %16,3 seviyesinden %25,2 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0189,"Nova Sağlık, 2026 ilk çeyrek sonuçlarının ardından uzun vadeli kredi notunun yükseltildiğini ve finansman maliyetlerinde iyileşme beklediğini açıkladı.",positive,pozitif,clear_rating_upgrade,açık kredi notu iyileşmesi,nuanced,positive_like,False,investor_impact,Kredi notu artışı ve daha düşük finansman maliyeti beklentisi yatırımcı açısından pozitiftir.
PHRASE-0190,"Kuzey Madencilik, hisse başına 4,76 TL nakit temettü dağıtacağını ve 882 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0191,"Pera Yazılım, 2026 ilk çeyrek döneminde net kârının %25 gerilediğini açıkladı ve yıl sonu satış hacmi beklentisini aşağı yönlü güncelledi.",negative,negatif,clear_earnings_warning,açık kâr düşüşü uyarısı,clear,negative_like,False,investor_impact,Kâr düşüşü ve aşağı yönlü beklenti revizyonu yatırımcı açısından açık negatiftir.
PHRASE-0192,"Sera Ambalaj, olağan genel kurul toplantısının 28 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0193,"Eksen Teknoloji, Polonya pazarında 1.323 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0194,"Rota Cam, finans direktörlüğüne Elif Korkmaz adlı yöneticinin atandığını duyurdu ve mevcut finansal beklentilerde herhangi bir değişiklik olmadığını belirtti.",neutral,nötr,management_change_no_impact,finansal etkisiz yönetim değişimi,clear,neutral_like,False,investor_impact,Yönetim değişimi tek başına ve finansal beklentiler değişmiyorsa neutral kabul edilir.
PHRASE-0195,"Kuzey Madencilik, 2026 ilk yarı sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0196,"Kuzey Madencilik, varlık satışı sonrasında net borcunu 1.358 milyon TL azalttı ve net borç/FAVÖK oranının 2,0x seviyesinden 1,6x seviyesine gerilediğini açıkladı.",positive,pozitif,clear_deleveraging,açık borçluluk azalması,clear,positive_like,False,investor_impact,Borçluluğun düşmesi ve kaldıraç oranındaki iyileşme yatırımcı açısından pozitiftir.
PHRASE-0197,"Pera Yazılım, hisse başına 1,72 TL nakit temettü dağıtacağını ve 589 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0198,"Nova Sağlık, Manisa bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0199,"Bora Lojistik, 2025 ilk çeyrek sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0200,"Orion Otomotiv, varlık satışı sonrasında net borcunu 1.178 milyon TL azalttı ve net borç/FAVÖK oranının 1,6x seviyesinden 0,6x seviyesine gerilediğini açıkladı.",positive,pozitif,clear_deleveraging,açık borçluluk azalması,clear,positive_like,False,investor_impact,Borçluluğun düşmesi ve kaldıraç oranındaki iyileşme yatırımcı açısından pozitiftir.
PHRASE-0201,"Nova Sağlık, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %81 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.
PHRASE-0202,"Delta Yatırım Holding, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 14 Mayıs 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0203,"Aksa Enerji, finans direktörlüğüne Ayşe Demir adlı yöneticinin atandığını duyurdu ve mevcut finansal beklentilerde herhangi bir değişiklik olmadığını belirtti.",neutral,nötr,management_change_no_impact,finansal etkisiz yönetim değişimi,clear,neutral_like,False,investor_impact,Yönetim değişimi tek başına ve finansal beklentiler değişmiyorsa neutral kabul edilir.
PHRASE-0204,"Hedef Savunma, 2025 ikinci çeyrek döneminde net kârının %50 gerilediğini açıkladı ve yıl sonu satış hacmi beklentisini aşağı yönlü güncelledi.",negative,negatif,clear_earnings_warning,açık kâr düşüşü uyarısı,clear,negative_like,False,investor_impact,Kâr düşüşü ve aşağı yönlü beklenti revizyonu yatırımcı açısından açık negatiftir.
PHRASE-0205,"Bora Lojistik, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 706 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,9x seviyesinden 2,9x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0206,"Mavi Makine, 2026 ilk yarı sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0207,"Kuzey Madencilik, 2026 ilk çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0208,"Vizyon Telekom, 2026 ilk çeyrek sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0209,"Eksen Teknoloji, Bursa bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0210,"Formel Kimya, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %21,9 seviyesinden %29,0 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0211,"Trend Tarım, varlık satışı sonrasında net borcunu 1.132 milyon TL azalttı ve net borç/FAVÖK oranının 1,6x seviyesinden 1,2x seviyesine gerilediğini açıkladı.",positive,pozitif,clear_deleveraging,açık borçluluk azalması,clear,positive_like,False,investor_impact,Borçluluğun düşmesi ve kaldıraç oranındaki iyileşme yatırımcı açısından pozitiftir.
PHRASE-0212,"Lima Gayrimenkul, Manisa bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0213,"Formel Kimya, portföy sadeleştirme programı kapsamında 142 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0214,"Formel Kimya, Ankara tesisindeki yatırım sonrası üretim kapasitesini %36 artırdı ve ek kapasitenin ihracat gelirlerine katkı vermesini beklediğini duyurdu.",positive,pozitif,clear_capacity_expansion,açık kapasite artışı,clear,positive_like,False,investor_impact,Kapasite artışı ve buna bağlanan gelir beklentisi yatırımcı açısından pozitiftir.
PHRASE-0215,"Pera Yazılım, Manisa bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0216,"Sera Ambalaj, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %17,2 seviyesinden %32,4 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0217,"Mavi Makine, 2025 ilk çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0218,"Anatolia Gıda, olağan genel kurul toplantısının 5 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0219,"Orion Otomotiv, 2025 ilk çeyrek sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0220,"Pera Yazılım, Manisa tesisindeki üretimin denetim süreci nedeniyle geçici olarak durdurulduğunu ve 310 milyon TL idari para cezası için karşılık ayırdığını açıkladı.",negative,negatif,clear_production_halt,açık üretim duruşu ve ceza,clear,negative_like,False,investor_impact,Üretim kesintisi ve para cezası birlikte yatırımcı açısından açık negatif sinyaldir.
PHRASE-0221,"Eksen Teknoloji, olağan genel kurul toplantısının 5 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0222,"Güney Perakende, Almanya pazarında 530 milyon TL tutarında 3 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0223,"Nova Sağlık, 2025 yıl sonu sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0224,"Aksa Enerji, Gaziantep bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0225,"Aksa Enerji, olağan genel kurul toplantısının 5 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0226,"Pera Yazılım, olağan genel kurul toplantısının 7 Nisan 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0227,"Vizyon Telekom, portföy verimliliğini artırma süreci kapsamında Romanya pazarındaki 995 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.
PHRASE-0228,"Kuzey Madencilik, 2025 ikinci çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0229,"Pera Yazılım, 2026 ilk çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0230,"Eksen Teknoloji, 2026 ilk çeyrek sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0231,"Güney Perakende, Ankara tesisindeki üretimin denetim süreci nedeniyle geçici olarak durdurulduğunu ve 209 milyon TL idari para cezası için karşılık ayırdığını açıkladı.",negative,negatif,clear_production_halt,açık üretim duruşu ve ceza,clear,negative_like,False,investor_impact,Üretim kesintisi ve para cezası birlikte yatırımcı açısından açık negatif sinyaldir.
PHRASE-0232,"Orion Otomotiv, mevcut kredi limitini 6 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0233,"Formel Kimya, Birleşik Arap Emirlikleri pazarında 1.082 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0234,"Aksa Enerji, İtalya pazarında 476 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0235,"Delta Yatırım Holding, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %23,0 seviyesinden %27,2 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0236,"Lima Gayrimenkul, 2026 ilk çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0237,"Lima Gayrimenkul, olağan genel kurul toplantısının 14 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0238,"Güney Perakende, Kocaeli tesisindeki üretimin denetim süreci nedeniyle geçici olarak durdurulduğunu ve 207 milyon TL idari para cezası için karşılık ayırdığını açıkladı.",negative,negatif,clear_production_halt,açık üretim duruşu ve ceza,clear,negative_like,False,investor_impact,Üretim kesintisi ve para cezası birlikte yatırımcı açısından açık negatif sinyaldir.
PHRASE-0239,"Vizyon Telekom, Mısır pazarında 1.145 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0240,"Eksen Teknoloji, hisse başına 4,76 TL nakit temettü dağıtacağını ve 750 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0241,"Mavi Makine, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 534 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,8x seviyesinden 2,8x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0242,"Delta Yatırım Holding, 2026 ilk çeyrek döneminde net kârının %41 gerilediğini açıkladı ve yıl sonu satış hacmi beklentisini aşağı yönlü güncelledi.",negative,negatif,clear_earnings_warning,açık kâr düşüşü uyarısı,clear,negative_like,False,investor_impact,Kâr düşüşü ve aşağı yönlü beklenti revizyonu yatırımcı açısından açık negatiftir.
PHRASE-0243,"Bora Lojistik, Kocaeli bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0244,"Nova Sağlık, olağan genel kurul toplantısının 5 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0245,"Sera Ambalaj, 2025 yıl sonu döneminde net kârının %51 gerilediğini açıkladı ve yıl sonu satış hacmi beklentisini aşağı yönlü güncelledi.",negative,negatif,clear_earnings_warning,açık kâr düşüşü uyarısı,clear,negative_like,False,investor_impact,Kâr düşüşü ve aşağı yönlü beklenti revizyonu yatırımcı açısından açık negatiftir.
PHRASE-0246,"Orion Otomotiv, finans direktörlüğüne Selin Aksoy adlı yöneticinin atandığını duyurdu ve mevcut finansal beklentilerde herhangi bir değişiklik olmadığını belirtti.",neutral,nötr,management_change_no_impact,finansal etkisiz yönetim değişimi,clear,neutral_like,False,investor_impact,Yönetim değişimi tek başına ve finansal beklentiler değişmiyorsa neutral kabul edilir.
PHRASE-0247,"Vizyon Telekom, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 7 Nisan 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0248,"Orion Otomotiv, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.590 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,1x seviyesinden 3,1x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0249,"Kuzey Madencilik, olağan genel kurul toplantısının 14 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0250,"Orion Otomotiv, portföy sadeleştirme programı kapsamında 415 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0251,"Delta Yatırım Holding, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %112 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.
PHRASE-0252,"Güney Perakende, 2025 yıl sonu döneminde net kârının %48 gerilediğini açıkladı ve yıl sonu satış hacmi beklentisini aşağı yönlü güncelledi.",negative,negatif,clear_earnings_warning,açık kâr düşüşü uyarısı,clear,negative_like,False,investor_impact,Kâr düşüşü ve aşağı yönlü beklenti revizyonu yatırımcı açısından açık negatiftir.
PHRASE-0253,"Güney Perakende, olağan genel kurul toplantısının 28 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
